Orden,Preparación,Calidad,QQs Netos,Línea,Fecha,Turno,Analista,Operador,Hora,"% entrada
(Trillo)",Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Observaciones,Prom % de salida,Prom % de Pérdida,Vueltas Ponderadas
X Z 1/44,SPop,SPop B," 1,999.51 ",Línea 1,12/17/2020,Turno 1,Angel,Jose Alberto,11:00 a. m.,7.80%,2.00,0.80,10.40,13.20,3.33%,4.00,0.40,13.60,18.00,4.53%,6.00,2.80,31.60,40.40,8.00%,,4%,47.47%,5.08957233
X Z 1/44,SPop,SPop B," 1,999.51 ",Línea 1,12/17/2020,Turno 1,Angel,Jose Alberto,01:00 p. m.,6.80%,6.00,0.80,11.60,18.40,3.93%,10.00,0.40,14.00,24.40,5.20%,6.00,0.40,18.80,25.20,5.87%,,4%,34.68%,5.08957233
X Z 1/44,SPop,SPop B," 1,999.51 ",Línea 1,12/17/2020,Turno 2,Selenio,Carlos,05:30 p. m.,8.00%,4.00,0.20,15.00,19.20,5.33%,5.00,0.00,6.60,11.60,2.33%,13.00,2.20,36.00,51.20,12.33%,,5%,34.00%,5.08957233
X Z 1/44,SPop,SPop B," 1,999.51 ",Línea 1,12/17/2020,Turno 2,Selenio,Carlos,07:30 p. m.,8.00%,7.00,0.20,9.00,16.20,4.00%,13.00,0.60,7.00,20.60,3.67%,6.00,0.00,21.00,27.00,7.33%,,4%,46.87%,5.08957233
X Z 1/43,SPop,SPop B," 2,165.81 ",Línea 2,12/17/2020,Turno 1,Angel,Jose Reyes,07:00 a. m.,5.90%,8.00,2.00,7.00,17.00,3.20%,6.00,0.00,6.00,12.00,2.47%,12.00,0.40,18.40,30.80,6.00%,,3%,44.11%,6.277657326
X Z 1/43,SPop,SPop B," 2,165.81 ",Línea 2,12/17/2020,Turno 1,Angel,Jose Reyes,09:00 a. m.,15.00%,4.00,1.00,6.80,11.80,2.53%,8.00,1.00,9.20,18.20,4.33%,6.00,0.80,26.80,33.60,8.27%,,4%,76.31%,6.277657326
X Z 1/43,SPop,SPop B," 2,165.81 ",Línea 2,12/17/2020,Turno 2,Selenio,Jose C.,04:00 p. m.,9.00%,7.00,0.40,9.00,16.40,3.00%,5.00,0.00,9.00,14.00,3.33%,41.00,4.80,70.00,115.80,22.00%,,5%,44.64%,6.277657326
X Z 1/43,SPop,SPop B," 2,165.81 ",Línea 2,12/17/2020,Turno 2,Selenio,Jose C.,06:00 p. m.,10.00%,10.00,0.60,7.60,18.20,2.67%,8.00,0.60,9.40,18.00,4.00%,26.00,0.40,36.60,63.00,12.00%,,4%,60.65%,6.277657326
X Z 1/45,TRock (EstaX),Sel TRock," 2,021.15 ",Línea 1,12/18/2020,Turno 1,Angel,Jose Alberto,07:00 a. m.,9.00%,4.00,0.00,9.60,13.60,3.53%,2.00,0.00,5.60,7.60,2.27%,16.00,0.00,28.00,44.00,9.13%,,4%,58.06%,6.726480457
X Z 1/45,TRock (EstaX),Sel TRock," 2,021.15 ",Línea 1,12/18/2020,Turno 1,Angel,Jose Alberto,09:00 a. m.,9.50%,5.00,0.00,9.80,14.80,3.80%,10.00,0.00,10.80,20.80,4.53%,16.00,0.00,20.80,36.80,7.00%,,4%,54.71%,6.726480457
X Z 1/45,TRock (EstaX),Sel TRock," 2,021.15 ",Línea 1,12/18/2020,Turno 1,Angel,Jose Alberto,11:00 a. m.,8.40%,4.00,0.20,7.20,11.40,2.47%,3.00,0.00,5.40,8.40,2.50%,16.00,0.00,20.00,36.00,5.93%,,3%,66.39%,6.726480457
X Z 1/45,TRock (EstaX),Sel TRock," 2,021.15 ",Línea 1,12/18/2020,Turno 1,Angel,Jose Alberto,01:00 p. m.,8.80%,6.00,0.00,13.60,19.60,5.27%,11.00,0.00,18.00,29.00,6.20%,14.00,1.00,58.00,73.00,15.00%,,6%,26.41%,6.726480457
X Z 1/45,TRock (EstaX),Sel TRock," 2,021.15 ",Línea 1,12/18/2020,Turno 2,Selenio,Carlos,03:00 p. m.,10.00%,15.00,1.80,13.00,29.80,5.33%,6.00,0.00,7.40,13.40,3.00%,15.00,2.60,40.00,57.60,13.33%,,6%,44.53%,6.726480457
X Z 1/45,TRock (EstaX),Sel TRock," 2,021.15 ",Línea 1,12/18/2020,Turno 2,Selenio,Carlos,05:00 p. m.,8.00%,5.00,0.00,9.00,14.00,3.00%,8.00,0.20,7.00,15.20,3.33%,15.00,1.00,32.00,48.00,10.67%,,4%,51.88%,6.726480457
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/17/2020,Turno 2,Selenio,Jose C.,09:00 a. m.,10.00%,7.00,0.00,11.20,18.20,4.00%,7.00,0.00,10.00,17.00,4.33%,24.00,1.80,11.00,36.80,17.33%,,5%,45.85%,10.74742392
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/18/2020,Turno 1,Angel,Jose Reyes,07:00 a. m.,10.30%,3.00,0.40,9.60,13.00,3.13%,3.00,0.20,14.00,17.20,4.20%,8.00,1.00,17.20,26.20,5.73%,,4%,64.49%,10.74742392
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/18/2020,Turno 1,Angel,Jose Reyes,09:00 a. m.,13.80%,4.00,0.40,15.60,20.00,4.67%,0.00,0.00,12.00,12.00,3.00%,14.00,0.80,32.00,46.80,10.00%,,5%,65.32%,10.74742392
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/18/2020,Turno 1,Angel,Jose Reyes,11:00 a. m.,9.20%,2.00,0.00,9.60,11.60,3.20%,2.00,0.00,10.00,12.00,3.53%,10.00,0.00,28.80,38.80,8.80%,,4%,58.23%,10.74742392
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/18/2020,Turno 1,Angel,Jose Reyes,01:00 p. m.,9.70%,2.00,0.60,8.80,11.40,2.93%,2.00,0.00,13.20,15.20,4.33%,6.00,0.80,38.00,44.80,11.40%,,4%,57.45%,10.74742392
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/18/2020,Turno 2,Selenio,Jose C.,03:00 p. m.,12.00%,8.00,0.60,12.00,20.60,4.67%,3.00,0.40,8.20,11.60,3.00%,10.00,1.60,50.00,61.60,15.33%,,5%,55.68%,10.74742392
X Z 1/46,TRock (EstaX),Sel TRock," 2,023.58 ",Línea 2,12/18/2020,Turno 2,Selenio,Jose C.,05:00 p. m.,9.00%,7.00,0.80,12.20,20.00,4.67%,3.00,0.00,10.00,13.00,4.00%,24.00,3.00,42.00,69.00,14.00%,,5%,39.61%,10.74742392
X Z 1/48,Love 12,DamLeve, 997.11 ,Línea 1,12/19/2020,Turno 2,Selenio,Carlos,03:00 p. m.,14.00%,9.00,0.00,10.60,19.60,3.67%,8.00,0.00,6.00,14.00,4.00%,18.00,1.20,32.00,51.20,11.33%,,5%,67.73%,4
X Z 1/48,Love 12,DamLeve, 997.11 ,Línea 1,12/19/2020,Turno 2,Selenio,Carlos,05:00 p. m.,10.00%,10.00,2.40,12.00,24.40,5.00%,8.00,1.00,7.00,16.00,3.33%,28.00,3.40,34.00,65.40,12.00%,,5%,47.18%,4
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/18/2020,Turno 2,Selenio,Jose C.,08:00 p. m.,7.00%,9.00,0.00,8.40,17.40,3.33%,2.00,0.20,7.00,9.20,2.33%,22.00,0.00,26.00,48.00,10.00%,,4%,46.47%,3.728612961
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/19/2020,Turno 1,Angel,Noel Perez,07:00 a. m.,7.00%,4.00,0.00,4.40,8.40,1.67%,6.00,0.00,2.80,8.80,1.47%,20.00,0.20,20.40,40.60,8.00%,,2%,67.81%,3.728612961
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/19/2020,Turno 1,Angel,Noel Perez,09:00 a. m.,6.80%,8.00,0.00,10.80,18.80,4.13%,6.00,0.00,5.40,11.40,2.70%,19.00,0.00,28.00,47.00,8.80%,,4%,37.65%,3.728612961
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/19/2020,Turno 1,Angel,Noel Perez,11:00 a. m.,6.90%,2.00,0.00,8.80,10.80,2.73%,10.00,0.00,7.60,17.60,3.40%,24.00,0.80,34.80,59.60,10.87%,,4%,46.21%,3.728612961
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/19/2020,Turno 1,Angel,Noel Perez,01:00 p. m.,7.30%,8.00,0.00,7.20,15.20,2.73%,6.00,0.00,4.80,10.80,2.00%,6.00,0.80,24.00,30.80,7.40%,,3%,58.71%,3.728612961
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/19/2020,Turno 2,Selenio,Jose C.,05:00 p. m.,8.00%,9.00,0.40,6.20,15.60,2.67%,6.00,0.00,5.20,11.20,2.33%,23.00,3.80,31.00,57.80,11.33%,,3%,56.86%,3.728612961
X Z 1/49,Love 10,SPop B," 1,534.85 ",Línea 2,12/19/2020,Turno 2,Selenio,Jose C.,07:00 p. m.,10.00%,12.00,1.40,8.00,21.40,4.00%,5.00,0.40,9.00,14.40,4.00%,11.00,3.00,34.00,48.00,10.00%,,5%,54.00%,3.728612961
X Z 1/80,Pau,SPop B, 862.07 ,Línea 1,12/21/2020,Turno 1,Selenio,Jose Alberto,02:00 p. m.,14.80%,10.00,1.20,10.60,21.80,5.00%,8.00,1.60,15.40,25.00,6.10%,22.00,2.60,36.00,60.60,12.40%,,6%,59.36%,3
X Z 1/80,Pau,SPop B, 862.07 ,Línea 1,12/21/2020,Turno 2,Selenio,Jose Alberto,04:00 p. m.,10.33%,16.00,1.00,7.40,24.40,3.53%,6.00,0.40,9.60,16.00,3.33%,8.00,1.20,22.00,31.20,7.13%,,4%,62.83%,3
X Z 1/51,Popular,SPop B," 1,391.79 ",Línea 2,12/21/2020,Turno 1,Oliver,Jose C.,08:00 a. m.,16.00%,5.00,0.00,9.00,14.00,3.63%,20.00,1.30,24.60,45.90,8.20%,28.00,1.80,42.00,71.80,14.40%,,6%,63.44%,6.185074573
X Z 1/51,Popular,SPop B," 1,391.79 ",Línea 2,12/21/2020,Turno 1,Oliver,Jose C.,10:00 a. m.,15.70%,10.00,0.00,7.00,17.00,3.33%,16.00,1.20,21.60,38.80,7.80%,24.00,2.80,40.20,67.00,14.00%,,6%,64.88%,6.185074573
X Z 1/51,Popular,SPop B," 1,391.79 ",Línea 2,12/21/2020,Turno 1,Oliver,Jose C.,12:00 p. m.,13.00%,7.00,0.20,7.20,14.40,4.00%,15.00,1.80,20.00,36.80,7.60%,20.00,2.80,38.00,60.80,12.80%,,6%,55.54%,6.185074573
X Z 1/51,Popular,SPop B," 1,391.79 ",Línea 2,12/21/2020,Turno 1,Oliver,Jose C.,02:00 p. m.,12.60%,10.00,0.00,6.80,16.80,3.00%,10.00,0.20,11.00,21.20,4.00%,17.00,1.80,34.00,52.80,10.90%,,4%,67.94%,6.185074573
X Z 1/51,Popular,SPop B," 1,391.79 ",Línea 2,12/21/2020,Turno 2,Angel,Noel Perez,06:00 p. m.,4.30%,6.00,0.00,6.80,12.80,2.53%,1.00,0.20,9.60,10.80,3.20%,10.00,0.80,26.40,37.20,8.40%,,3%,23.62%,6.185074573
X Z 1/51,Popular,SPop B," 1,391.79 ",Línea 2,12/21/2020,Turno 2,Angel,Noel Perez,08:00 p. m.,7.30%,8.00,0.00,8.00,16.00,3.40%,7.00,0.00,7.60,14.60,3.33%,6.00,0.00,18.00,24.00,6.33%,,4%,49.65%,6.185074573
X Z 1/52,Popular,Popular B," 1,645.08 ",Línea 1,12/21/2020,Turno 2,Angel,Jose Alberto,10:00 p. m.,9.60%,11.00,0.60,11.60,23.20,4.83%,6.00,0.40,12.40,18.80,4.27%,20.00,1.20,48.40,69.60,14.07%,,6%,41.52%,5.089735339
X Z 1/52,Popular,Popular B," 1,645.08 ",Línea 1,12/22/2020,Turno 1,Selenio,Carlos,07:00 a. m.,7.00%,7.00,11.20,10.00,28.20,3.67%,3.00,0.40,10.00,13.40,3.67%,17.00,1.40,28.00,46.40,10.00%,,4%,38.53%,5.089735339
X Z 1/52,Popular,Popular B," 1,645.08 ",Línea 1,12/22/2020,Turno 1,Selenio,Carlos,11:00 a. m.,8.00%,1.00,1.60,9.00,11.60,3.33%,2.00,0.00,6.20,8.20,2.33%,16.00,2.40,22.00,40.40,7.67%,,4%,56.08%,5.089735339
X Z 1/52,Popular,Popular B," 1,645.08 ",Línea 1,12/22/2020,Turno 1,Selenio,Carlos,01:00 p. m.,7.00%,9.00,2.00,11.00,22.00,4.33%,3.00,0.60,9.40,13.00,3.33%,12.00,2.80,21.00,35.80,7.67%,,4%,36.94%,5.089735339
X Z 1/55,Love 12,DamLeve," 1,204.34 ",Línea 1,12/22/2020,Turno 2,Angel,Jose Alberto,05:00 p. m.,7.40%,4.00,0.60,8.00,12.60,2.47%,14.00,1.60,10.00,25.60,4.27%,12.00,3.20,32.40,47.60,9.73%,,4%,50.73%,2.383580094
X Z 1/55,Love 12,DamLeve," 1,204.34 ",Línea 1,12/22/2020,Turno 2,Angel,Jose Alberto,07:00 p. m.,7.00%,3.00,2.20,5.60,10.80,2.70%,6.00,0.00,4.40,10.40,2.00%,9.00,4.00,22.00,35.00,6.67%,,3%,58.26%,2.383580094
X Z 1/55,Love 12,DamLeve," 1,204.34 ",Línea 1,12/22/2020,Turno 2,Angel,Jose Alberto,09:00 p. m.,6.90%,4.00,0.00,4.40,8.40,1.80%,4.00,0.00,7.60,11.60,3.00%,22.00,1.20,24.40,47.60,7.93%,,3%,60.68%,2.383580094
X Z 1/54,Love 10,SPop B," 1,010.26 ",Línea 2,12/21/2020,Turno 2,Angel,Noel Perez,10:00 p. m.,6.20%,8.00,0.00,7.20,15.20,3.07%,4.00,0.00,8.40,12.40,3.13%,18.00,0.60,24.00,42.60,10.00%,,4%,39.06%,5.449844792
X Z 1/56,Pau,Lapa B," 1,440.20 ",Línea 2,12/22/2020,Turno 2,Angel,Noel Perez,05:00 p. m.,5.80%,2.00,0.00,6.40,8.40,2.27%,3.00,0.00,10.00,13.00,3.27%,27.00,0.00,33.60,60.60,11.00%,,3%,41.50%,7.405942059
X Z 1/56,Pau,Lapa B," 1,440.20 ",Línea 2,12/22/2020,Turno 2,Angel,Noel Perez,07:00 p. m.,5.70%,8.00,1.00,4.40,13.40,1.87%,4.00,0.00,10.00,14.00,3.33%,16.00,0.00,14.80,30.80,4.87%,,3%,55.53%,7.405942059
X Z 1/56,Pau,Lapa B," 1,440.20 ",Línea 2,12/22/2020,Turno 2,Angel,Noel Perez,09:00 p. m.,11.20%,6.00,0.00,10.40,16.40,3.60%,22.00,0.00,20.40,42.40,7.87%,30.00,0.00,47.20,77.20,14.87%,,6%,48.26%,7.405942059
X Z 1/55,Love 12,DamLeve," 1,204.34 ",Línea 1,12/23/2020,Turno 1,Selenio,Carlos,07:00 a. m.,8.00%,8.00,0.00,8.00,16.00,3.00%,6.00,0.00,7.20,13.20,2.80%,10.00,2.00,34.00,46.00,8.33%,,3%,56.46%,2.383580094
X Z 1/57,Love 12,SPop B," 2,000.00 ",Línea 1,12/23/2020,Turno 1,Selenio,Carlos,10:00 a. m.,9.00%,6.00,2.40,9.40,17.80,4.33%,8.00,0.00,5.40,13.40,2.67%,11.00,3.80,24.00,38.80,8.00%,,4%,52.42%,3.649351978
X Z 1/57,Love 12,SPop B," 2,000.00 ",Línea 1,12/23/2020,Turno 1,Selenio,Carlos,12:00 p. m.,8.00%,4.00,1.20,11.00,16.20,4.00%,10.00,1.00,12.00,23.00,5.00%,16.00,0.60,20.60,37.20,8.00%,,5%,41.88%,3.649351978
X Z 1/52,Love 12,SPop B," 1,645.08 ",Línea 1,12/23/2020,Turno 2,Angel,Jose Alberto,05:00 p. m.,13.00%,12.00,0.40,18.00,30.40,6.07%,4.00,0.80,16.80,21.60,4.87%,22.00,1.20,19.00,42.20,7.67%,,6%,54.38%,5.089735339
X Z 1/52,Love 12,SPop B," 1,645.08 ",Línea 1,12/23/2020,Turno 2,Angel,Jose Alberto,07:00 p. m.,8.40%,6.00,0.00,9.20,15.20,3.07%,4.00,0.40,13.20,17.60,4.20%,8.00,0.40,26.80,35.20,8.07%,,4%,54.14%,5.089735339
X Z 1/52,Love 12,SPop B," 1,645.08 ",Línea 1,12/23/2020,Turno 2,Angel,Jose Alberto,09:00 p. m.,7.60%,10.00,1.20,13.20,24.40,4.13%,10.00,1.20,15.20,26.40,5.47%,15.00,0.40,25.00,40.40,9.00%,,5%,34.84%,5.089735339
X Z 1/56,Pau,Lapa B," 1,440.20 ",Línea 2,12/23/2020,Turno 1,Selenio,Jose C.,08:00 a. m.,10.00%,45.00,0.40,32.80,78.20,12.33%,14.00,0.00,13.60,27.60,5.00%,76.00,0.00,52.00,128.00,20.00%,,11%,-12.65%,7.405942059
X Z 1/56,Pau,Lapa B," 1,440.20 ",Línea 2,12/23/2020,Turno 1,Selenio,Jose C.,10:00 a. m.,9.00%,7.00,0.00,9.60,16.60,3.33%,6.00,0.00,9.00,15.00,3.67%,12.00,0.00,20.00,32.00,3.33%,,3%,62.06%,7.405942059
X Z 1/56,Pau,Lapa B," 1,440.20 ",Línea 2,12/23/2020,Turno 1,Selenio,Jose C.,12:00 p. m.,10.00%,5.00,0.00,10.00,15.00,3.00%,77.00,0.40,10.00,87.40,3.00%,32.00,0.00,32.00,64.00,7.00%,,3%,66.00%,7.405942059
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/23/2020,Turno 2,Angel,Noel Perez,03:00 p. m.,7.80%,7.00,1.00,9.80,17.80,4.00%,6.00,0.00,10.80,16.80,4.27%,18.00,0.00,28.00,46.00,9.00%,,5%,41.44%,3.285604069
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/23/2020,Turno 2,Angel,Noel Perez,05:00 p. m.,10.20%,6.00,0.00,14.00,20.00,5.53%,2.00,0.00,16.40,18.40,5.40%,10.00,0.00,34.40,44.40,10.73%,,6%,41.00%,3.285604069
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/23/2020,Turno 2,Angel,Noel Perez,07:00 p. m.,9.00%,4.00,0.40,9.60,14.00,3.33%,4.00,0.00,10.40,14.40,3.80%,14.00,0.40,37.60,52.00,11.67%,,4%,52.43%,3.285604069
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/23/2020,Turno 2,Angel,Noel Perez,09:00 p. m.,9.30%,2.00,0.00,12.00,14.00,3.93%,8.00,0.00,4.00,12.00,1.87%,24.00,1.00,34.00,59.00,11.00%,,4%,55.68%,3.285604069
X Z 1/57,Love 12,SPop B," 3,081.29 ",Línea 1,12/24/2020,Turno 1,Selenio,Carlos,09:00 a. m.,10.00%,3.00,0.00,11.00,14.00,3.33%,2.00,0.40,11.40,13.80,3.67%,18.00,1.00,22.00,41.00,8.67%,,4%,60.51%,3.649351978
X Z 1/57,Love 12,SPop B," 3,081.29 ",Línea 1,12/24/2020,Turno 1,Selenio,Carlos,12:00 p. m.,5.00%,4.00,0.00,6.00,10.00,2.33%,4.00,0.00,7.20,11.20,2.67%,5.00,1.20,22.00,28.20,5.67%,,3%,45.02%,3.649351978
X Z 1/57,Love 12,SPop B," 3,081.29 ",Línea 1,12/24/2020,Turno 2,Angel,Jose Alberto,06:00 p. m.,11.90%,4.00,0.00,10.40,14.40,3.00%,6.00,0.00,10.80,16.80,4.27%,20.00,0.00,22.40,42.40,7.53%,,4%,68.32%,3.649351978
X Z 1/57,Love 12,SPop B," 3,081.29 ",Línea 1,12/24/2020,Turno 2,Angel,Jose Alberto,08:00 p. m.,13.00%,6.00,1.00,12.00,19.00,4.10%,8.00,0.00,12.00,20.00,4.33%,23.00,1.20,25.40,49.60,9.20%,,5%,64.10%,3.649351978
X Z 1/57,Love 12,SPop B," 3,081.29 ",Línea 1,12/24/2020,Turno 2,Angel,Jose Alberto,10:00 p. m.,12.00%,18.00,0.00,12.00,30.00,5.20%,8.00,0.00,6.60,14.60,3.00%,16.00,0.00,30.40,46.40,13.80%,,6%,54.08%,3.649351978
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/24/2020,Turno 1,Selenio,Jose C.,08:00 a. m.,11.00%,8.00,0.20,6.00,14.20,3.00%,6.00,0.00,8.00,14.00,3.67%,6.00,0.60,14.00,20.60,4.67%,,3%,69.69%,3.285604069
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/24/2020,Turno 1,Selenio,Jose C.,10:00 a. m.,6.00%,4.00,0.00,6.20,10.20,2.33%,4.00,0.00,6.00,10.00,2.33%,38.00,0.00,24.00,62.00,16.00%,,4%,38.38%,3.285604069
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/24/2020,Turno 1,Selenio,Jose C.,12:00 p. m.,7.00%,2.00,0.00,6.40,8.40,2.67%,4.00,0.00,6.60,10.60,12.33%,28.00,0.80,38.00,66.80,12.67%,,6%,13.07%,3.285604069
X Z 1/58,Love 12,SPop B," 1,917.95 ",Línea 2,12/24/2020,Turno 1,Angel,Noel Perez,04:00 p. m.,10.40%,2.00,0.00,7.60,9.60,2.88%,7.00,0.00,8.20,15.20,3.50%,4.00,0.40,23.20,27.60,6.80%,,3%,67.06%,3.285604069
X Z 1/59,TRock (SPop),Sel TRock," 2,187.66 ",Línea 2,12/24/2020,Turno 2,Angel,Noel Perez,06:00 p. m.,9.50%,4.00,0.00,4.40,8.40,1.80%,8.00,0.00,6.40,14.40,2.73%,26.00,0.00,48.80,74.80,14.20%,,3%,65.55%,10.63047072
X Z 1/59,TRock (SPop),Sel TRock," 2,187.66 ",Línea 2,12/24/2020,Turno 2,Angel,Noel Perez,08:00 p. m.,11.40%,3.00,0.00,11.20,14.20,3.73%,10.00,0.00,7.80,17.80,3.00%,34.00,1.00,50.00,85.00,16.20%,,5%,57.94%,10.63047072
X Z 1/59,TRock (SPop),Sel TRock," 2,187.66 ",Línea 2,12/24/2020,Turno 2,Angel,Noel Perez,10:00 p. m.,11.20%,6.00,0.00,10.80,16.80,4.20%,3.00,0.00,9.60,12.60,3.10%,15.00,0.00,24.60,39.60,9.20%,,4%,60.49%,10.63047072
X Z 1/57,Love 12,SPop B," 3,081.29 ",Línea 1,12/28/2020,Turno 1,Angel,Jose Reyes,07:00 a. m.,7.70%,2.00,0.80,10.00,12.80,3.13%,6.00,0.00,10.80,16.80,3.87%,4.00,0.80,36.00,40.80,10.60%,,4%,47.25%,3.649351978
