Orden,Preparación,Calidad,QQs Netos,Línea,Fecha,Turno,Analista,Operador,Hora,"% entrada
(Trillo)",Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Def. Prim.,Def. Dens.,Def. Otros,Total Def.,% de salida,Observaciones,Prom % de salida,Prom % de Pérdida,Vueltas Ponderadas
X Z 1/280,SPop,SPop B," 1,008.88 ",Línea 1,4/21/2021,Turno 3,Angel,Jose Alberto,11:00 p. m.,12.40%,4.00,0.00,10.00,14.00,3.53%,4.00,0.40,14.80,19.20,4.86%,20.00,0.40,50.80,71.20,15.53%,,5%,59.17%,7.760925727
X Z 1/280,SPop,SPop B," 1,008.88 ",Línea 1,4/21/2021,Turno 3,Angel,Jose Alberto,01:00 a. m.,8.80%,6.00,0.00,10.00,16.00,3.33%,6.00,0.00,10.00,16.00,3.46%,26.00,2.00,41.20,69.20,12.86%,,4%,50.96%,7.760925727
X Z 1/280,SPop,SPop B," 1,008.88 ",Línea 1,4/21/2021,Turno 3,Angel,Jose Alberto,03:00 a. m.,8.10%,18.00,0.00,10.00,28.00,4.80%,3.00,0.00,12.00,15.00,3.20%,24.00,2.80,28.00,54.80,12.06%,,5%,36.72%,7.760925727
X Z 1/274,TRock (EstaX),Sel TRock," 1,014.35 ",Línea 1,4/21/2021,Turno 3,Angel,Jose Alberto,05:00 a. m.,8.00%,6.00,1.20,10.80,18.00,3.33%,8.00,0.00,10.80,18.80,4.07%,12.00,0.80,30.00,42.80,9.07%,,4%,48.89%,8.446111869
X Z 1/274,TRock (EstaX),Sel TRock," 1,014.35 ",Línea 1,4/22/2021,Turno 1,Ulises,Jose Reyes,07:00 a. m.,6.00%,6.00,0.40,9.00,15.40,3.13%,10.00,0.40,10.40,20.80,4.00%,8.00,0.80,25.00,33.80,8.06%,,4%,35.99%,8.446111869
X Z 1/274,TRock (EstaX),Sel TRock," 1,014.35 ",Línea 1,4/22/2021,Turno 1,Ulises,Jose Reyes,09:00 a. m.,4.70%,2.00,0.20,8.40,10.60,2.86%,4.00,0.20,11.60,15.80,3.93%,17.00,2.60,33.20,52.80,10.50%,,4%,17.20%,8.446111869
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 2,Selenio,Jose C.,05:00 p. m.,4.20%,0.00,0.40,4.00,4.40,1.03%,3.00,0.00,5.00,8.00,2.30%,5.00,0.00,11.00,16.00,3.48%,,2%,62.08%,2.87062547
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 2,Selenio,Jose C.,07:00 p. m.,5.00%,1.00,0.00,4.00,5.00,1.17%,4.00,0.00,4.00,8.00,2.16%,9.00,1.60,11.60,22.20,5.66%,,2%,62.67%,2.87062547
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 2,Selenio,Jose C.,09:00 p. m.,8.20%,1.00,0.20,5.00,6.20,1.21%,3.00,0.00,5.00,8.00,2.20%,9.00,0.60,14.00,23.60,5.82%,,2%,76.60%,2.87062547
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 3,Angel,Noel Perez,11:00 p. m.,7.00%,8.00,0.00,12.00,20.00,4.20%,2.00,0.00,10.00,12.00,3.53%,4.00,0.00,20.80,24.80,6.46%,,4%,39.16%,2.87062547
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 3,Angel,Noel Perez,01:00 a. m.,11.10%,4.00,0.00,12.00,16.00,3.80%,2.00,0.00,7.20,9.20,2.40%,10.00,1.20,27.20,38.40,7.06%,,4%,65.98%,2.87062547
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 3,Angel,Noel Perez,03:00 a. m.,6.70%,2.00,0.40,10.40,12.80,3.40%,2.00,0.00,6.00,8.00,2.20%,6.00,0.40,22.00,28.40,6.80%,,3%,48.66%,2.87062547
X Z 1/279,Love 23,Lift Leve," 2,025.87 ",Línea 2,4/21/2021,Turno 3,Angel,Noel Perez,05:00 a. m.,7.00%,6.00,0.40,11.20,17.60,3.82%,4.00,0.00,8.20,12.20,3.60%,5.00,0.20,17.80,23.00,6.32%,,4%,42.64%,2.87062547
X Z 1/275,Love 23,DamLeve," 2,018.87 ",Línea 1,4/22/2021,Turno 1,Ulises,Jose Reyes,12:00 p. m.,6.80%,7.00,0.40,4.60,12.00,1.93%,7.00,0.40,15.00,22.40,5.03%,12.00,1.80,22.80,36.60,8.26%,,3%,50.91%,2.199350742
X Z 1/275,Love 23,DamLeve," 2,018.87 ",Línea 1,4/22/2021,Turno 1,Ulises,Jose Reyes,02:00 p. m.,6.00%,2.00,0.20,5.80,8.00,2.00%,8.00,0.40,6.60,15.00,2.22%,12.00,2.20,30.20,44.40,9.60%,,3%,53.08%,2.199350742
X Z 1/275,Love 23,DamLeve," 2,018.87 ",Línea 2,4/22/2021,Turno 1,Ulises,Michaell F,07:00 a. m.,10.00%,8.00,0.40,6.20,14.60,2.56%,7.00,0.00,8.00,15.00,3.32%,10.00,0.20,22.80,33.00,7.23%,,3%,67.83%,2.199350742
X Z 1/275,Love 23,DamLeve," 2,018.87 ",Línea 2,4/22/2021,Turno 1,Ulises,Michaell F,09:00 a. m.,7.20%,4.00,1.20,9.80,15.00,3.56%,5.00,0.40,9.20,14.60,3.20%,14.00,2.80,23.60,40.40,7.56%,,4%,46.25%,2.199350742
X Z 1/275,Love 23,DamLeve," 2,018.87 ",Línea 2,4/22/2021,Turno 1,Ulises,Michaell F,11:00 a. m.,8.60%,12.00,0.80,9.40,22.20,4.03%,9.00,0.20,11.20,20.40,4.20%,45.00,2.40,47.20,94.60,15.66%,,5%,39.12%,2.199350742
X Z 1/283,SPop,Café Practices," 3,020.19 ",Línea 2,4/22/2021,Turno 2,Helton,Carlos,04:00 p. m.,12.00%,6.00,1.00,7.00,14.00,3.00%,7.00,0.00,11.00,18.00,4.00%,20.00,3.40,31.00,54.40,10.30%,,4%,66.83%,3.50395618
X Z 1/283,SPop,Café Practices," 3,020.19 ",Línea 2,4/22/2021,Turno 2,Helton,Carlos,06:00 p. m.,8.00%,4.00,0.20,4.00,8.20,1.60%,6.00,0.60,8.00,14.60,2.78%,4.00,0.40,12.00,16.40,3.89%,,2%,73.45%,3.50395618
X Z 1/283,SPop,Café Practices," 3,020.19 ",Línea 2,4/22/2021,Turno 2,Helton,Carlos,08:00 p. m.,10.00%,6.00,0.00,5.20,11.20,5.06%,1.00,1.00,7.00,9.00,3.00%,20.00,0.80,26.00,46.80,8.46%,,5%,51.15%,3.50395618
X Z 1/283,SPop,Café Practices," 3,020.19 ",Línea 2,4/22/2021,Turno 3,Angel,Jose Alberto,12:00 p. m.,5.50%,0.00,0.00,5.20,5.20,1.73%,2.00,0.00,8.00,10.00,2.53%,4.00,0.40,22.40,26.80,6.67%,,2%,55.93%,3.50395618
X Z 1/283,SPop,Café Practices," 3,020.19 ",Línea 2,4/22/2021,Turno 3,Angel,Jose Alberto,02:00 a. m.,6.40%,2.00,0.80,10.80,13.60,3.67%,0.00,0.00,8.00,8.00,2.67%,6.00,0.60,28.00,34.60,8.33%,,4%,39.28%,3.50395618
X Z 1/283,SPop,Café Practices," 3,020.19 ",Línea 2,4/22/2021,Turno 3,Angel,Jose Alberto,04:00 a. m.,6.00%,3.00,0.60,10.20,13.80,3.57%,2.00,0.40,7.00,9.40,2.80%,6.00,0.80,26.40,33.20,8.00%,,4%,36.33%,3.50395618
X Z 1/282,Love 12,DamLeve, 752.02 ,Línea 2,4/22/2021,Turno 2,Helton,Jose C.,03:00 p. m.,15.00%,5.00,0.80,12.00,17.80,4.33%,5.00,0.40,10.00,15.40,3.56%,20.00,0.60,22.00,42.60,7.33%,,4%,70.42%,4
X Z 1/282,Love 12,DamLeve, 752.02 ,Línea 2,4/22/2021,Turno 2,Helton,Jose C.,05:00 p. m.,17.00%,10.00,0.00,10.00,20.00,4.73%,6.00,0.00,8.00,14.00,3.06%,14.00,2.40,30.00,46.40,10.67%,,5%,71.14%,4
X Z 1/282,Love 12,DamLeve, 752.02 ,Línea 2,4/22/2021,Turno 2,Helton,Jose C.,07:00 p. m.,11.00%,3.00,0.20,8.00,11.20,2.86%,7.00,0.00,7.20,14.20,3.14%,24.00,0.00,28.00,52.00,9.93%,,4%,66.94%,4
X Z 1/285,Love 16,Lift ," 2,324.59 ",Línea 2,4/22/2021,Turno 2,Helton,Jose C.,09:00 p. m.,12.00%,9.00,0.00,8.00,17.00,3.06%,13.00,0.00,15.00,28.00,3.98%,24.00,0.00,20.00,44.00,4.42%,,3%,71.45%,5.523409533
X Z 1/285,Love 16,Lift ," 2,324.59 ",Línea 2,4/22/2021,Turno 3,Angel,Noel Perez,11:00 p. m.,9.40%,10.00,0.00,9.20,19.20,3.73%,2.00,0.00,6.00,8.00,2.80%,28.00,0.00,28.00,56.00,9.66%,,4%,56.48%,5.523409533
X Z 1/285,Love 16,Lift ," 2,324.59 ",Línea 2,4/22/2021,Turno 3,Angel,Noel Perez,01:00 a. m.,10.20%,10.00,0.00,8.80,18.80,3.70%,5.00,0.40,7.20,12.60,3.00%,30.00,0.40,24.00,54.40,10.00%,,4%,59.26%,5.523409533
X Z 1/285,Love 16,Lift ," 2,324.59 ",Línea 2,4/22/2021,Turno 3,Angel,Noel Perez,03:00 a. m.,10.50%,18.00,0.00,5.20,23.20,3.07%,6.00,0.00,10.00,16.00,3.47%,14.00,0.00,30.80,44.80,10.00%,,4%,63.21%,5.523409533
X Z 1/285,Love 16,Lift ," 2,324.59 ",Línea 2,4/22/2021,Turno 3,Angel,Noel Perez,05:00 a. m.,9.80%,10.00,0.00,9.00,19.00,3.00%,3.00,0.00,4.80,7.80,2.78%,24.00,1.00,27.00,52.00,9.00%,,4%,63.83%,5.523409533
X Z 1/284,TRock (EstaX),Sel TRock," 1,056.59 ",Línea 2,4/23/2021,Turno 1,Ulises,Jose Reyes,07:30 a. m.,7.60%,12.00,0.20,7.00,19.20,2.80%,10.00,0.60,11.60,22.20,4.00%,18.00,0.80,21.60,40.40,7.73%,,4%,52.72%,7.002769827
X Z 1/284,TRock (EstaX),Sel TRock," 1,056.59 ",Línea 2,4/23/2021,Turno 1,Ulises,Jose Reyes,11:00 a. m.,11.70%,4.00,0.40,8.00,12.40,2.93%,8.00,0.40,14.20,22.60,4.76%,15.00,0.80,28.00,43.80,9.36%,,4%,65.55%,7.002769827
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/23/2021,Turno 2,Helton,Carlos,06:00 p. m.,10.00%,6.00,0.40,4.00,10.40,2.00%,4.00,0.60,9.00,13.60,2.20%,9.00,3.00,14.00,26.00,5.00%,,2%,76.50%,3.542945826
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/23/2021,Turno 2,Helton,Carlos,08:00 p. m.,12.60%,7.00,0.80,8.00,15.80,2.96%,10.00,0.80,19.00,29.80,3.28%,22.00,4.20,20.00,46.20,8.13%,,4%,71.77%,3.542945826
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/23/2021,Turno 2,Helton,Carlos,10:00 p. m.,9.00%,6.00,0.20,6.00,12.20,2.63%,7.00,0.40,10.00,17.40,3.33%,15.00,1.40,16.00,32.40,6.82%,,3%,64.18%,3.542945826
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/23/2021,Turno 3,Angel,Jose Alberto,12:00 p. m.,5.80%,3.00,0.00,12.00,15.00,4.07%,2.00,0.00,8.40,10.40,2.73%,18.00,2.00,38.40,58.40,11.87%,,5%,22.16%,3.542945826
X Z 1/285,Love 16,Lift ," 2,324.59 ",Línea 1,4/23/2021,Turno 1,Ulises,Michaell F,06:30 a. m.,9.00%,9.00,0.20,7.00,16.20,3.16%,10.00,0.00,5.40,15.40,3.00%,27.00,0.20,25.00,52.20,9.73%,,4%,58.03%,5.523409533
X Z 1/287,Popular,Popular B," 2,522.62 ",Línea 2,4/23/2021,Turno 2,Helton,Jose C.,04:00 p. m.,5.00%,2.00,0.00,3.00,5.00,1.16%,2.00,0.20,5.00,7.20,2.16%,4.00,0.00,14.00,18.00,3.06%,,2%,68.00%,7.625804433
X Z 1/287,Popular,Popular B," 2,522.62 ",Línea 2,4/23/2021,Turno 2,Helton,Jose C.,06:00 p. m.,4.00%,1.00,0.00,4.00,5.00,1.18%,2.00,0.20,4.00,6.20,1.78%,1.00,0.20,5.00,6.20,1.98%,,1%,64.75%,7.625804433
X Z 1/287,Popular,Popular B," 2,522.62 ",Línea 2,4/23/2021,Turno 2,Helton,Jose C.,08:00 p. m.,5.00%,2.00,0.00,6.00,8.00,1.82%,3.00,0.00,7.00,10.00,2.26%,5.00,0.60,10.00,15.60,3.42%,,2%,58.20%,7.625804433
X Z 1/287,Popular,Popular B," 2,522.62 ",Línea 2,4/23/2021,Turno 2,Helton,Jose C.,10:00 p. m.,4.60%,2.00,0.00,4.00,6.00,1.76%,2.00,0.00,5.00,7.00,2.16%,4.00,0.20,8.00,12.20,3.18%,,2%,56.48%,7.625804433
X Z 1/287,Popular,Popular B," 2,522.62 ",Línea 2,4/23/2021,Turno 3,Angel,Noel Perez,12:00 p. m.,6.00%,1.00,0.00,5.40,6.40,1.60%,2.00,0.60,6.00,8.60,1.70%,3.00,1.80,29.40,34.20,8.00%,,2%,62.25%,7.625804433
X Z 1/287,Popular,Popular B," 2,522.62 ",Línea 2,4/23/2021,Turno 3,Angel,Noel Perez,02:00 a. m.,5.80%,1.00,0.00,5.40,6.40,1.60%,2.00,0.6.,6.00,8.00,1.70%,3.00,1.80,29.40,34.20,8.00%,,2%,60.95%,7.625804433
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/24/2021,Turno 1,Ulises,Jose Reyes,07:30 a. m.,4.80%,3.00,0.20,5.20,8.40,1.86%,3.00,0.20,6.00,9.20,2.10%,12.00,3.80,25.80,41.60,7.63%,,2%,47.98%,3.542945826
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/24/2021,Turno 1,Ulises,Jose Reyes,09:30 a. m.,4.80%,2.00,0.40,6.00,8.40,2.03%,3.00,0.00,4.20,7.20,1.70%,7.00,0.60,16.40,24.00,5.03%,,2%,53.18%,3.542945826
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/24/2021,Turno 1,Ulises,Jose Reyes,11:30 a. m.,5.40%,4.00,0.40,4.00,8.40,1.53%,5.00,0.40,6.80,12.20,2.43%,14.00,1.60,28.20,43.80,9.16%,,3%,53.37%,3.542945826
X Z 1/286,SPop,Café Practices," 3,089.68 ",Línea 1,4/24/2021,Turno 1,Ulises,Jose Reyes,01:30 p. m.,5.00%,2.00,0.20,4.20,6.40,1.40%,6.00,0.00,5.60,11.60,2.00%,7.00,1.00,19.40,27.40,5.76%,,2%,60.28%,3.542945826
X Z 1/289,TRock (EstaX),Sel TRock," 1,018.05 ",Línea 1,4/24/2021,Turno 2,Helton,Carlos,05:00 p. m.,13.00%,4.00,0.00,5.00,9.00,1.67%,6.00,0.00,5.00,11.00,2.60%,9.00,0.20,14.00,23.20,4.53%,,2%,83.17%,9
X Z 1/289,TRock (EstaX),Sel TRock," 1,018.05 ",Línea 1,4/24/2021,Turno 2,Helton,Carlos,07:00 p. m.,14.80%,4.00,0.80,7.00,11.80,2.06%,4.00,0.20,8.00,12.20,2.86%,13.00,2.20,17.00,32.20,5.86%,,3%,82.16%,9
X Z 1/289,TRock (EstaX),Sel TRock," 1,018.05 ",Línea 1,4/24/2021,Turno 2,Helton,Carlos,09:00 p. m.,12.00%,2.00,0.80,6.40,9.20,2.03%,4.00,0.00,5.00,9.00,1.68%,16.00,6.60,30.00,52.60,10.33%,,3%,76.90%,9
X Z 1/288,Popular,Popular A," 1,008.81 ",Línea 2,4/24/2021,Turno 1,Ulises,Michaell F,10:30 a. m.,3.60%,3.00,0.40,7.60,11.00,2.53%,8.00,0.00,5.20,13.20,2.00%,12.00,1.80,26.40,40.20,7.80%,,3%,18.76%,9.314801946
X Z 1/288,Popular,Popular A," 1,008.81 ",Línea 2,4/24/2021,Turno 2,Helton,Jose C.,04:00 p. m.,8.00%,2.00,0.00,6.00,8.00,1.93%,6.00,0.00,4.00,10.00,2.20%,10.00,0.20,24.00,34.20,6.80%,,2%,68.94%,9.314801946
X Z 1/288,Popular,Popular A," 1,008.81 ",Línea 2,4/24/2021,Turno 2,Helton,Jose C.,06:00 p. m.,10.20%,3.00,0.00,5.00,8.00,1.98%,2.00,0.20,5.00,7.20,2.00%,4.00,0.20,19.00,23.20,5.63%,,2%,76.96%,9.314801946
X Z 1/291,Popular,Popular A," 1,010.68 ",Línea 2,4/24/2021,Turno 3,Angel,Noel Perez,11:30 p. m.,5.80%,0.00,0.00,6.00,6.00,1.53%,2.00,0.00,5.20,7.20,2.00%,4.00,0.00,18.20,22.20,5.66%,,2%,64.47%,4.563302874
X Z 1/291,Popular,Popular A," 1,010.68 ",Línea 2,4/24/2021,Turno 3,Angel,Noel Perez,01:30 a. m.,5.00%,0.00,0.00,8.80,8.80,2.04%,0.00,0.00,4.00,4.00,1.33%,2.00,0.40,28.00,30.40,7.80%,,2%,51.23%,4.563302874
X Z 1/291,Popular,Popular A," 1,010.68 ",Línea 2,4/24/2021,Turno 3,Angel,Noel Perez,03:30 a. m.,4.40%,2.00,0.00,6.80,8.80,2.46%,1.00,0.00,3.00,4.00,1.30%,9.00,0.80,25.20,35.00,7.80%,,3%,38.55%,4.563302874
X Z 1/290,SPop,SPop A," 1,000.00 ",Línea 1,4/24/2021,Turno 3,Angel,Jose Alberto,01:00 p. m.,7.60%,4.00,0.40,7.20,11.60,2.33%,4.00,0.00,6.00,10.00,2.00%,6.00,0.00,10.00,16.00,5.80%,,3%,65.86%,4
X Z 1/290,SPop,SPop A," 1,000.00 ",Línea 1,4/24/2021,Turno 3,Angel,Jose Alberto,01:00 a. m.,6.10%,2.00,0.00,9.60,11.60,3.13%,6.00,0.00,6.40,12.40,2.33%,8.00,3.80,32.00,43.80,8.66%,,3%,42.90%,4
X Z 1/101,SPop,SPop B, 975.74 ,Línea 1,4/24/2021,Turno 3,Angel,Jose Alberto,04:30 a. m.,9.80%,1.00,0.40,12.00,13.40,3.20%,6.00,0.00,7.20,13.20,2.73%,4.00,6.40,40.00,50.40,11.20%,,4%,60.38%,4.308761176
X Z 1/101,SPop,SPop B, 975.74 ,Línea 1,4/26/2021,Turno 1,Angel,Jose Alberto,07:00 a. m.,7.40%,0.00,0.00,7.20,7.20,2.66%,2.00,1.00,11.20,14.20,3.80%,2.00,1.60,28.00,31.60,7.67%,,3%,53.43%,4.308761176
X Z 1/101,SPop,SPop B, 975.74 ,Línea 1,4/26/2021,Turno 1,Angel,Jose Alberto,09:00 a. m.,5.40%,2.00,0.80,6.40,9.20,2.20%,2.00,1.00,10.00,13.00,2.50%,2.00,0.80,20.00,22.80,5.33%,,3%,52.07%,4.308761176
X Z 1/101,SPop,SPop B, 975.74 ,Línea 1,4/26/2021,Turno 1,Angel,Jose Alberto,11:00 a. m.,6.00%,2.00,0.00,7.00,9.00,2.60%,3.00,0.80,11.40,15.20,3.60%,4.00,1.00,25.00,30.00,7.00%,,3%,45.17%,4.308761176
X Z 1/101,SPop,SPop B, 975.74 ,Línea 1,4/26/2021,Turno 1,Angel,Jose Alberto,01:00 p. m.,5.80%,2.00,0.00,7.00,9.00,2.00%,3.00,1.00,9.00,13.00,2.60%,2.00,1.20,21.20,24.40,6.80%,,3%,54.66%,4.308761176
X Z 1/294,TRock (EstaX),Sel TRock," 1,250.12 ",Línea 1,4/26/2021,Turno 2,Ulises,Jose Reyes,04:00 p. m.,4.10%,1.00,0.20,5.60,6.80,1.90%,8.00,2.20,9.60,19.80,4.00%,18.00,1.60,28.80,48.40,9.40%,,3%,22.56%,14.17811916
X Z 1/294,TRock (EstaX),Sel TRock," 1,250.12 ",Línea 1,4/26/2021,Turno 2,Ulises,Jose Reyes,06:00 p. m.,6.80%,3.00,0.20,7.20,10.40,2.33%,3.00,0.20,8.00,11.20,2.73%,9.00,1.40,31.00,41.40,9.73%,,3%,53.38%,14.17811916
X Z 1/294,TRock (EstaX),Sel TRock," 1,250.12 ",Línea 1,4/26/2021,Turno 2,Ulises,Jose Reyes,08:00 p. m.,6.10%,4.00,0.00,12.00,16.00,3.33%,10.00,0.20,6.60,16.80,2.66%,17.00,2.00,35.00,54.00,10.36%,,4%,36.63%,14.17811916
X Z 1/294,TRock (EstaX),Sel TRock," 1,250.12 ",Línea 1,4/26/2021,Turno 2,Ulises,Jose Reyes,11:00 p. m.,6.50%,5.00,0.20,6.70,11.90,2.30%,4.00,0.20,5.40,9.60,1.93%,8.00,2.00,21.80,31.80,6.83%,,3%,59.07%,14.17811916
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/24/2021,Turno 3,Angel,Noel Perez,04:30 a. m.,8.50%,2.00,0.80,8.40,11.20,2.53%,4.00,1.00,12.00,17.00,4.00%,22.00,0.40,56.00,78.40,9.00%,,4%,58.30%,5.569617218
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/26/2021,Turno 1,Angel,Noel Perez,07:00 a. m.,5.00%,2.00,0.40,8.40,10.80,3.07%,0.00,0.20,4.00,4.20,1.33%,2.00,0.40,14.00,16.40,4.33%,,3%,44.78%,5.569617218
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/26/2021,Turno 1,Angel,Noel Perez,09:00 a. m.,5.10%,2.00,0.80,5.20,8.00,1.67%,2.00,1.00,8.80,11.80,3.00%,3.00,3.40,38.00,44.40,10.93%,,3%,42.58%,5.569617218
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/26/2021,Turno 1,Angel,Noel Perez,11:00 a. m.,6.00%,2.00,0.60,6.00,8.60,1.80%,2.00,0.60,9.00,11.60,3.20%,4.00,3.00,37.20,44.20,10.60%,,3%,49.50%,5.569617218
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/26/2021,Turno 1,Angel,Noel Perez,01:00 p. m.,5.70%,1.00,1.00,5.40,7.40,1.50%,3.00,0.40,8.00,11.40,3.10%,6.00,1.20,20.00,27.20,5.93%,,2%,58.89%,5.569617218
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/26/2021,Turno 2,Ulises,Omar H.,07:00 p. m.,4.00%,4.00,0.00,3.60,7.60,1.40%,3.00,0.00,4.20,7.20,1.60%,6.00,0.20,10.60,16.80,3.80%,,2%,57.75%,5.569617218
X Z 1/292,Popular,Popular B," 2,031.12 ",Línea 3,4/26/2021,Turno 2,Ulises,Omar H.,09:00 p. m.,6.60%,1.00,0.40,6.40,7.80,2.00%,5.00,0.00,4.80,9.80,1.73%,6.00,1.20,15.00,22.20,4.60%,,2%,66.78%,5.569617218
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/26/2021,Turno 3,Helton,Jose C.,11:00 p. m.,4.00%,4.00,0.20,4.00,8.20,2.00%,4.00,1.00,6.00,11.00,2.10%,8.00,0.00,13.00,21.00,3.50%,,2%,45.63%,4
X Z 1/295,TRock (EstaX),Sel TRock," 1,537.05 ",Línea 1,4/27/2021,Turno 1,Angel,Jose Alberto,06:30 a. m.,3.90%,0.00,0.00,4.80,4.80,1.46%,2.00,0.00,10.40,12.40,3.46%,10.00,1.30,18.40,29.70,5.33%,,2%,39.82%,7.986610108
X Z 1/295,TRock (EstaX),Sel TRock," 1,537.05 ",Línea 1,4/27/2021,Turno 1,Angel,Jose Alberto,08:30 a. m.,10.70%,6.00,0.60,8.00,14.60,3.20%,2.00,0.00,8.80,10.80,2.80%,8.00,0.80,26.00,34.80,8.06%,,4%,66.49%,7.986610108
X Z 1/295,TRock (EstaX),Sel TRock," 1,537.05 ",Línea 1,4/27/2021,Turno 2,Ulises,Jose Reyes,03:00 p. m.,9.00%,2.00,1.40,6.00,9.40,2.20%,7.00,0.40,12.00,19.40,4.00%,15.00,2.60,28.40,46.00,9.26%,,3%,62.71%,7.986610108
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 1,Angel,Noel Perez,06:30 a. m.,6.80%,6.00,0.00,4.00,10.00,1.46%,0.00,0.40,6.40,6.80,2.20%,19.00,0.40,37.20,56.60,11.66%,,3%,60.81%,4
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 1,Angel,Noel Perez,08:30 a. m.,6.30%,4.00,1.00,6.40,11.40,2.93%,4.00,0.00,6.80,10.80,2.40%,6.00,0.00,14.00,20.00,4.66%,,3%,52.85%,4
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 1,Angel,Noel Perez,10:30 a. m.,6.80%,0.00,0.80,7.20,8.00,2.40%,4.00,0.60,4.00,8.60,2.60%,6.00,0.00,24.00,30.00,7.26%,,3%,56.82%,4
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 1,Angel,Noel Perez,01:00 p. m.,6.70%,2.00,0.00,4.80,6.80,1.66%,2.00,1.00,4.80,7.80,2.00%,2.00,0.00,10.00,12.00,3.06%,,2%,71.86%,4
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 2,Ulises,Omar H.,03:00 p. m.,5.80%,5.00,0.20,4.00,9.20,1.53%,2.00,0.40,3.80,6.20,1.60%,11.00,2.00,26.60,39.60,8.20%,,2%,61.82%,4
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 3,Helton,Jose C.,12:00 p. m.,4.20%,4.00,0.20,5.00,9.20,1.90%,0.00,1.40,5.00,6.40,1.60%,7.00,1.40,10.00,18.40,3.96%,,2%,51.64%,4
X Z 1/293,SPop,Café Practices," 3,000.00 ",Línea 2,4/27/2021,Turno 3,Helton,Jose C.,02:00 a. m.,4.00%,1.00,0.20,4.00,5.20,1.16%,3.00,0.40,4.00,7.40,1.33%,0.00,0.80,9.20,10.00,3.48%,,1%,64.14%,4
X Z 1/296,TRock (EstaX),Sel TRock," 1,527.52 ",Línea 2,4/27/2021,Turno 3,Helton,Róger S.,04:00 a. m.,4.00%,2.00,0.20,5.00,7.20,1.16%,1.00,0.80,6.00,7.80,1.93%,10.00,0.40,11.00,21.40,3.86%,,2%,59.44%,5.927958712
X Z 0/28-40,SPop,SPop B, 978.68 ,Línea 1,4/28/2021,Turno 1,Angel,Jose Alberto,06:30 a. m.,8.60%,4.00,0.00,9.60,13.60,3.13%,2.00,0.00,10.00,12.00,3.46%,2.00,1.20,30.80,34.00,8.86%,,4%,55.98%,6.043488599
X Z 0/28-40,SPop,SPop B, 978.68 ,Línea 1,4/28/2021,Turno 1,Angel,Jose Alberto,08:30 a. m.,6.60%,0.00,0.00,8.00,8.00,2.40%,2.00,0.00,8.00,10.00,3.00%,10.00,0.40,28.00,38.40,8.80%,,3%,51.67%,6.043488599
X Z 0/28-40,SPop,SPop B, 978.68 ,Línea 1,4/28/2021,Turno 1,Angel,Jose Alberto,10:30 a. m.,6.00%,2.00,0.00,7.20,9.20,2.60%,1.00,0.00,7.20,8.20,2.80%,7.00,0.40,27.00,34.40,7.00%,,3%,48.50%,6.043488599
X Z 1/297,Love 10,SPop B, 978.68 ,Línea 1,4/28/2021,Turno 1,Angel,Jose Alberto,01:30 p. m.,5.60%,2.00,0.00,8.00,10.00,2.53%,4.00,0.00,8.80,12.80,3.33%,8.00,0.40,20.00,28.40,7.00%,,3%,43.27%,3
